timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0.0,-0.27331316272395645,0.12275944763160448,0.22316154931945972,0.07909888702681285,-0.05031475732491032,0.07435355568239004
10.0,-0.2700472737769187,0.15045686342617517,0.21315454735751208,0.07812061141841768,-0.052042804697468865,0.07435355568239004
20.0,-0.2700472737769187,0.1282989307905186,0.22887983615485824,0.07306618744170937,-0.053290838910983365,0.07490749603619068
30.0,-0.2700472737769187,0.12137457684187594,0.22459112102830936,0.062142109814630114,-0.05386685470183621,0.07546143638999131
40.0,-0.2700472737769187,0.12275944763160448,0.22459112102830936,0.05627245616425916,-0.05444287049268906,0.07324567497478875
50.0,-0.2700472737769187,0.12414431842133301,0.22316154931945972,0.05023975657915569,-0.05674693365610046,0.07379961532858939
60.0,-0.2700472737769187,0.12414431842133301,0.22316154931945972,0.04322878138565706,-0.056170917865247603,0.07435355568239004
70.0,-0.2700472737769187,0.12414431842133301,0.22459112102830936,0.037359127735286116,-0.05674693365610046,0.0726917346209881
80.0,-0.2667813848298809,0.12552918921106154,0.22316154931945972,0.033282979366972956,-0.056170917865247603,0.07324567497478875
90.0,-0.2667813848298809,0.12414431842133301,0.22459112102830936,0.030348152541787486,-0.055018886283541915,0.07324567497478875
100.0,-0.2667813848298809,0.12552918921106154,0.2203024059017602,0.02627200417347433,-0.05386685470183621,0.0726917346209881
110.0,-0.26024960693580534,0.11998970605214741,0.23030940786370785,0.023337177348288857,-0.052042804697468865,0.07324567497478875
120.0,-0.2667813848298809,0.12691406000079009,0.2203024059017602,0.024315452956684015,-0.053290838910983365,0.07379961532858939
130.0,-0.2635154958828431,0.1282989307905186,0.2188728341929106,0.015347926546395066,-0.053290838910983365,0.0726917346209881
140.0,-0.28637671851210755,0.1726147960618317,0.167408252674323,0.015347926546395066,-0.053290838910983365,0.07379961532858939
150.0,-0.26024960693580534,0.1393778971083469,0.2060066888132637,0.058229007381049476,-0.052042804697468865,0.0714915305210867
160.0,-0.2667813848298809,0.12414431842133301,0.22316154931945972,0.062142109814630114,-0.053290838910983365,0.07093759016728607
170.0,-0.279844940618032,0.1282989307905186,0.2274502644460086,0.05627245616425916,-0.053290838910983365,0.07204547087488736
180.0,-0.46926649954622324,0.14076276789807543,0.22602069273715897,0.048283205362365376,-0.053290838910983365,0.0253298343710331
190.0,-0.1916659390480119,0.10060151499594794,0.22602069273715897,0.05023975657915569,-0.053290838910983365,-0.026001971747826518
200.0,-0.1818682722068986,0.10891073973431914,0.22602069273715897,0.05023975657915569,-0.053290838910983365,-0.013538313787312045
210.0,-0.1786023832598608,0.11860483526241887,0.2217319776106101,0.04632665414557506,-0.05386685470183621,0.01351244015661937
220.0,-0.17533649431282303,0.12552918921106154,0.21744326248406096,0.048283205362365376,-0.053290838910983365,0.029299740239937706
230.0,-0.145943493789483,0.11445022289323328,0.22459112102830936,0.047304929753970215,-0.05559490207439476,0.07038364981348542
240.0,-0.2700472737769187,0.12691406000079009,0.2188728341929106,0.047304929753970215,-0.05559490207439476,0.07379961532858939
250.0,-0.2700472737769187,0.1282989307905186,0.2203024059017602,0.04926148097076053,-0.05559490207439476,0.07324567497478875
260.0,-0.2700472737769187,0.12968380158024714,0.2188728341929106,0.04632665414557506,-0.055018886283541915,0.07379961532858939
270.0,-0.2700472737769187,0.12968380158024714,0.2188728341929106,0.048283205362365376,-0.055018886283541915,0.07490749603619068
280.0,-0.2700472737769187,0.1310686723699757,0.2188728341929106,0.04926148097076053,-0.055018886283541915,0.07832346155129465
290.0,-0.2700472737769187,0.12968380158024714,0.2203024059017602,0.04518533260244738,-0.055018886283541915,0.08220104402789914
300.0,-0.2667813848298809,0.11721996447269034,0.23173897957255749,0.048283205362365376,-0.05444287049268906,0.08220104402789914
310.0,-0.2667813848298809,0.12552918921106154,0.2203024059017602,0.04632665414557506,-0.05444287049268906,0.07943134225889593
320.0,-0.2700472737769187,0.12691406000079009,0.2217319776106101,0.048283205362365376,-0.05386685470183621,0.07887740190509529
330.0,-0.2700472737769187,0.12691406000079009,0.2217319776106101,0.05121803218755085,-0.05444287049268906,0.07712325745139326
340.0,-0.2667813848298809,0.1282989307905186,0.2188728341929106,0.05513113462113148,-0.052618820488321706,0.07546143638999131
350.0,-0.2700472737769187,0.13383841394943274,0.21744326248406096,0.05725073177265432,-0.053290838910983365,0.07490749603619068
360.0,-0.2667813848298809,0.12137457684187594,0.2203024059017602,0.06915308500812874,-0.049738741534057475,0.07435355568239004
370.0,-0.2635154958828431,0.12691406000079009,0.22459112102830936,0.0720879118333142,-0.04503461257542588,0.07324567497478875
380.0,-0.2635154958828431,0.12275944763160448,0.22459112102830936,0.07110963622491906,-0.04445859678457304,0.07435355568239004
390.0,-0.2700472737769187,0.14076276789807543,0.21315454735751208,0.07909888702681285,-0.0403304836167943,0.07379961532858939
400.0,-0.26024960693580534,0.12691406000079009,0.2188728341929106,0.11986037070994442,-0.018633888828003705,0.0714915305210867
410.0,-0.2439201622006164,0.11583509368296183,0.22459112102830936,0.13779542353052232,-0.013449746710328078,0.07093759016728607
420.0,-0.2275907174654275,0.10475612736513354,0.23030940786370785,0.11692554388475894,-0.023338017786635294,0.07204547087488736
430.0,-0.26024960693580534,0.11998970605214741,0.2217319776106101,0.0720879118333142,-0.04445859678457304,0.07324567497478875
440.0,-0.25698371798876757,0.11998970605214741,0.2217319776106101,0.039315678952076424,-0.058474981028658994,0.07324567497478875
450.0,-0.26024960693580534,0.12137457684187594,0.2203024059017602,0.028391601324997174,-0.06375512577814343,0.07379961532858939
460.0,-0.25698371798876757,0.11860483526241887,0.2217319776106101,0.02138062613149854,-0.06615519157336362,0.07379961532858939
470.0,-0.2700472737769187,0.12414431842133301,0.2188728341929106,0.007521721679233805,-0.06903527052762787,0.07435355568239004
480.0,-0.2667813848298809,0.12275944763160448,0.22316154931945972,0.00638040013610612,-0.07085932053199522,0.07435355568239004
490.0,-0.2700472737769187,0.12414431842133301,0.2217319776106101,0.00947827289602412,-0.0743154152771123,0.07435355568239004
500.0,-0.2700472737769187,0.12552918921106154,0.2203024059017602,0.023337177348288857,-0.06500315999165793,0.07379961532858939
510.0,-0.2765790516709942,0.12968380158024714,0.21601369077521132,0.0422505057772619,-0.05559490207439476,0.07435355568239004
520.0,-0.27331316272395645,0.12691406000079009,0.2203024059017602,0.0422505057772619,-0.05559490207439476,0.07379961532858939
530.0,-0.279844940618032,0.12968380158024714,0.2217319776106101,0.0422505057772619,-0.055018886283541915,0.07379961532858939
540.0,-0.2667813848298809,0.12691406000079009,0.2217319776106101,0.05023975657915569,-0.056170917865247603,0.07379961532858939
550.0,-0.2635154958828431,0.12552918921106154,0.2217319776106101,0.0422505057772619,-0.05559490207439476,0.07435355568239004
560.0,-0.2667813848298809,0.12691406000079009,0.2203024059017602,0.04518533260244738,-0.05444287049268906,0.07204547087488736
570.0,-0.2667813848298809,0.12414431842133301,0.2217319776106101,0.04632665414557506,-0.05386685470183621,0.0726917346209881
580.0,-0.2700472737769187,0.1282989307905186,0.2203024059017602,0.04420705699405222,-0.05559490207439476,0.07324567497478875
590.0,-0.2667813848298809,0.12968380158024714,0.2203024059017602,0.0422505057772619,-0.0573229494469533,0.07379961532858939
600.0,-0.29944027430025866,0.1518417342159037,0.22602069273715897,0.0701313606165239,-0.04618664415713158,0.07379961532858939
610.0,-0.25045194009469196,0.11168048131377621,0.23745726640795625,0.04632665414557506,-0.05444287049268906,0.07435355568239004
620.0,-0.28637671851210755,0.1435325094775325,0.2060066888132637,0.019424074914708225,-0.06317910998729058,0.07435355568239004
630.0,-0.2667813848298809,0.1324535431597042,0.21744326248406096,0.04420705699405222,-0.056170917865247603,0.07379961532858939
640.0,-0.2667813848298809,0.12968380158024714,0.21744326248406096,0.06018555859783979,-0.052042804697468865,0.0726917346209881
650.0,-0.27331316272395645,0.1310686723699757,0.2188728341929106,0.04926148097076053,-0.053290838910983365,0.0726917346209881
660.0,-0.2635154958828431,0.12552918921106154,0.2203024059017602,0.052196307795946,-0.053290838910983365,0.07379961532858939
670.0,-0.2667813848298809,0.1282989307905186,0.2188728341929106,0.04926148097076053,-0.05386685470183621,0.07435355568239004
680.0,-0.2700472737769187,0.12968380158024714,0.2217319776106101,0.05023975657915569,-0.052618820488321706,0.07324567497478875
690.0,-0.2667813848298809,0.12552918921106154,0.2217319776106101,0.05121803218755085,-0.05386685470183621,0.07435355568239004
700.0,-0.2667813848298809,0.12552918921106154,0.2203024059017602,0.05627245616425916,-0.053290838910983365,0.07379961532858939
710.0,-0.2700472737769187,0.12552918921106154,0.2217319776106101,0.052196307795946,-0.053290838910983365,0.07324567497478875
720.0,-0.2700472737769187,0.1282989307905186,0.2188728341929106,0.052196307795946,-0.052618820488321706,0.0726917346209881
730.0,-0.2635154958828431,0.12414431842133301,0.2217319776106101,0.05317458340434116,-0.052618820488321706,0.0726917346209881
740.0,-0.2667813848298809,0.12552918921106154,0.2217319776106101,0.05121803218755085,-0.05444287049268906,0.07435355568239004
750.0,-0.2667813848298809,0.12414431842133301,0.22316154931945972,0.05513113462113148,-0.052618820488321706,0.0726917346209881
760.0,-0.2700472737769187,0.1282989307905186,0.2217319776106101,0.047304929753970215,-0.05386685470183621,0.0726917346209881
770.0,-0.2929084964061831,0.13383841394943274,0.2203024059017602,0.04632665414557506,-0.055018886283541915,0.07038364981348542
780.0,-0.3157697190354476,0.2016970826461309,0.2217319776106101,0.04926148097076053,-0.053290838910983365,0.05690443453766976
790.0,-0.35496038639990096,0.22662475686124453,0.21601369077521132,0.05121803218755085,-0.05386685470183621,-0.011876492725910117
